time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_FSM_eligible,pt_FSM_eligible
201920,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CPPO at 31 March,92,52,56.5
201920,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CPPO at 31 March,83,64,77.1
201920,Academic year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole (2020 onwards)",E06000058,CPPO at 31 March,138,100,72.5
201920,Academic year,Local authority,E92000001,England,E12000009,South West,801,Bristol City of,E06000023,CPPO at 31 March,206,157,76.2
201920,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CPPO at 31 March,274,180,65.7
201920,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CPPO at 31 March,330,210,63.6
201920,Academic year,Local authority,E92000001,England,E12000009,South West,838,Dorset (2020 onwards),E06000059,CPPO at 31 March,178,134,75.3
201920,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CPPO at 31 March,404,287,71
201920,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles Of Scilly,E06000053,CPPO at 31 March,0,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CPPO at 31 March,17,13,76.5
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CPPO at 31 March,205,161,78.5
201920,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CPPO at 31 March,178,121,68
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CPPO at 31 March,123,69,56.1
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CPPO at 31 March,118,71,60.2
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CPPO at 31 March,141,104,73.8
201920,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CPPO at 31 March,194,112,57.7
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CPPO at 31 March,144,99,68.8
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CPPO at 31 March,c,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CPPO at 31 March,126,96,76.2
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CPPO at 31 March,85,48,56.5
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CPPO at 31 March,85,48,56.5
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CPPO at 31 March,139,99,71.2
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CPPO at 31 March,20,13,65
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CPPO at 31 March,135,81,60
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CPPO at 31 March,123,86,69.9
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CPPO at 31 March,248,112,45.2
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CPPO at 31 March,189,120,63.5
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CPPO at 31 March,146,109,74.7
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CPPO at 31 March,154,93,60.4
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CPPO at 31 March,33,28,84.8
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CPPO at 31 March,193,122,63.2
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CPPO at 31 March,74,46,62.2
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CPPO at 31 March,75,55,73.3
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CPPO at 31 March,155,89,57.4
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CPPO at 31 March,149,84,56.4
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CPPO at 31 March,298,200,67.1
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CPPO at 31 March,117,59,50.4
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CPPO at 31 March,23,16,69.6
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CPPO at 31 March,160,118,73.8
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CPPO at 31 March,163,74,45.4
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CPPO at 31 March,57,42,73.7
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CPPO at 31 March,160,99,61.9
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CPPO at 31 March,81,54,66.7
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CPPO at 31 March,143,73,51
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CPPO at 31 March,60,34,56.7
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CPPO at 31 March,102,58,56.9
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CPPO at 31 March,101,58,57.4
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CPPO at 31 March,140,90,64.3
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CPPO at 31 March,119,63,52.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CINO at 31 March,443,246,55.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,Durham,E06000047,CINO at 31 March,1427,836,58.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CINO at 31 March,524,257,49
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CINO at 31 March,652,396,60.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CINO at 31 March,901,494,54.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CINO at 31 March,1171,737,62.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CINO at 31 March,438,199,45.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CINO at 31 March,1020,524,51.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CINO at 31 March,531,272,51.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CINO at 31 March,468,271,57.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CINO at 31 March,679,370,54.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CINO at 31 March,856,515,60.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CINO at 31 March,317,169,53.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CINO at 31 March,763,438,57.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CINO at 31 March,749,423,56.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CINO at 31 March,488,240,49.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CINO at 31 March,741,354,47.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CINO at 31 March,449,271,60.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CINO at 31 March,1210,477,39.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CINO at 31 March,342,220,64.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CINO at 31 March,362,253,69.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CINO at 31 March,2571,1257,48.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CINO at 31 March,1226,707,57.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CINO at 31 March,959,628,65.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CINO at 31 March,1195,565,47.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CINO at 31 March,987,515,52.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CINO at 31 March,835,444,53.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CINO at 31 March,845,461,54.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,CINO at 31 March,679,313,46.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,CINO at 31 March,844,441,52.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,CINO at 31 March,776,404,52.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,CINO at 31 March,584,252,43.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CINO at 31 March,427,214,50.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CINO at 31 March,803,409,50.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CINO at 31 March,918,511,55.7
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,CINO at 31 March,613,366,59.7
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,CINO at 31 March,2195,1035,47.2
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,CINO at 31 March,553,333,60.2
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,CINO at 31 March,1070,485,45.3
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,CINO at 31 March,796,367,46.1
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,Kingston upon Hull City of,E06000010,CINO at 31 March,1125,674,59.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,CINO at 31 March,780,483,61.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,CINO at 31 March,2182,1210,55.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,CINO at 31 March,981,486,49.5
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,CINO at 31 March,473,252,53.3
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,CINO at 31 March,1083,432,39.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,CINO at 31 March,597,345,57.8
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,CINO at 31 March,1458,907,62.2
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,CINO at 31 March,1269,646,50.9
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,CINO at 31 March,581,239,41.1
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CINO at 31 March,1124,622,55.3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CINO at 31 March,2577,1313,51
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,425,233,54.8
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,1127,475,42.1
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,1502,747,49.7
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CINO at 31 March,1616,679,42
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,962,486,50.5
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,1849,872,47.2
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,69,18,26.1
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,2544,1519,59.7
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,1270,597,47
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,989,504,51
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,Herefordshire,E06000019,CINO at 31 March,249,86,34.5
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,1409,755,53.6
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,539,209,38.8
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,415,202,48.7
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,2178,827,38
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,1397,745,53.3
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,287,156,54.4
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,1116,652,58.4
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,1798,772,42.9
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,787,399,50.7
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,1480,593,40.1
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,534,265,49.6
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,1206,632,52.4
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,557,223,40
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,2665,1086,40.8
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,1606,644,40.1
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,570,219,38.4
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,1129,637,56.4
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,376,171,45.5
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,536,261,48.7
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,1020,468,45.9
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CINO at 31 March,563,245,43.5
201819,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CINO at 31 March,497,142,28.6
201819,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CINO at 31 March,814,431,52.9
201819,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E10000002,CINO at 31 March,1480,528,35.7
201819,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CINO at 31 March,1077,531,49.3
201819,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CINO at 31 March,3450,1460,42.3
201819,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CINO at 31 March,426,175,41.1
201819,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,3959,1772,44.8
201819,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,1026,399,38.9
201819,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,1008,489,48.5
201819,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,1946,738,37.9
201819,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,517,300,58
201819,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,712,330,46.3
201819,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,619,215,34.7
201819,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,1152,664,57.6
201819,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,2295,921,40.1
201819,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,503,193,38.4
201819,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,1923,728,37.9
201819,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,282,99,35.1
201819,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,424,128,30.2
201819,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,438,216,49.3
201819,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth (up to 2019),E06000028,CINO at 31 March,463,232,50.1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,801,Bristol City of,E06000023,CINO at 31 March,1141,619,54.3
201819,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,2056,894,43.5
201819,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,2132,896,42
201819,Academic year,Local authority,E92000001,England,E12000009,South West,835,Dorset (up to 2019),E10000009,CINO at 31 March,913,521,57.1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,1521,725,47.7
201819,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles Of Scilly,E06000053,CINO at 31 March,28,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,207,89,43
201819,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,682,370,54.3
201819,Academic year,Local authority,E92000001,England,E12000009,South West,836,Poole (up to 2019),E06000029,CINO at 31 March,383,210,54.8
201819,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CINO at 31 March,968,495,51.1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,801,302,37.7
201819,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,1006,421,41.8
201819,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CINO at 31 March,360,220,61.1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CINO at 31 March,1177,486,41.3
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CINO at 31 March,586,359,61.3
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CINO at 31 March,16,7,43.8
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CINO at 31 March,1006,579,57.6
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CINO at 31 March,674,356,52.8
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CINO at 31 March,678,260,38.3
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CINO at 31 March,856,476,55.6
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CINO at 31 March,300,175,58.3
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,816,425,52.1
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,781,372,47.6
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,1574,594,37.7
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,860,445,51.7
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,1707,933,54.7
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,904,447,49.4
201819,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,511,262,51.3
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,1056,402,38.1
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,748,332,44.4
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,575,230,40
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,1146,381,33.2
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,995,411,41.3
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,1466,654,44.6
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,1268,479,37.8
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,523,246,47
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,1113,547,49.1
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,857,285,33.3
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,1156,510,44.1
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,998,440,44.1
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CINO at 31 March,767,320,41.7
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CINO at 31 March,322,122,37.9
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,CINO at 31 March,585,244,41.7
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,CINO at 31 March,610,227,37.2
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,CINO at 31 March,204,93,45.6
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,CINO at 31 March,779,308,39.5
201819,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,CINO at 31 March,956,376,39.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,CPPO at 31 March,58,37,63.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,Durham,E06000047,CPPO at 31 March,261,169,64.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,CPPO at 31 March,161,121,75.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,CPPO at 31 March,99,85,85.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,CPPO at 31 March,160,114,71.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,CPPO at 31 March,372,287,77.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,CPPO at 31 March,84,58,69
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,CPPO at 31 March,260,165,63.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,CPPO at 31 March,86,57,66.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,CPPO at 31 March,99,72,72.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,CPPO at 31 March,175,117,66.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,CPPO at 31 March,274,201,73.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CPPO at 31 March,93,63,67.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CPPO at 31 March,248,166,66.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CPPO at 31 March,199,133,66.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CPPO at 31 March,110,85,77.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CPPO at 31 March,181,135,74.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CPPO at 31 March,104,87,83.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,CPPO at 31 March,372,231,62.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,CPPO at 31 March,71,58,81.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,CPPO at 31 March,153,117,76.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,CPPO at 31 March,580,413,71.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,CPPO at 31 March,344,240,69.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CPPO at 31 March,542,379,69.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,CPPO at 31 March,317,204,64.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,CPPO at 31 March,242,164,67.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,CPPO at 31 March,324,229,70.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,CPPO at 31 March,178,120,67.4
